Timestamp,Which year are you in?,How are you feeling right now?,"On a scale of 1-100, how would you express this feeling?",Gender,Age,Your location ?,Relationship status,Are you happy with your financial state?,How much have you succeeded to cope up with the environment of your educational institution?,Understanding with your family members?,Are you feeling pressure in your study or work right now?,Are you satisfied with your academic result?,Are you happy with your living place?,Who supports you when you are not succeeding in your academic life?,Have you used any social media within the last 6 hours?,Do you have inferiority complex? ,Are you satisfied with your meal today?,Are you feeling sick/health issues today?,"Have you done any recreational activity (sports, gaming, hobby etc.) today?",How long did you sleep last night?(in hours)
1/17/2021 0:24,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:24,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:24,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:24,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:24,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:25,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:25,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:25,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:25,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:25,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:25,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:25,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:25,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:25,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:25,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:25,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:26,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:27,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:27,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:27,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:27,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:27,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:27,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:27,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:27,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:27,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:29,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:29,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:29,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:29,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:29,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:29,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:29,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:29,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:29,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:29,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:29,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:31,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:31,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:31,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:31,3rd year,Very good,90,Male,21,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,Yes,Neutral,No,Yes,6
1/17/2021 0:35,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:35,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:35,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:35,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:35,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:35,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:35,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:35,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:35,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:35,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:35,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:35,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:36,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:37,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:38,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:39,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:39,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:39,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:39,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
1/17/2021 0:40,2nd year,Very bad,10,Male,20,Hall-Mess,Single,No,2,Normal,Yes,No,No,No one,No,Yes,No,No,Yes,7
3/2/2021 11:13,4th year,Good,88,Male,22,Home,Single,No,4,Good,Yes,No,Yes,Family,No,Yes,Neutral,No,Yes,6
3/2/2021 11:13,4th year,Good,88,Male,22,Home,Single,No,4,Good,Yes,No,Yes,Family,No,Yes,Neutral,No,Yes,6
3/2/2021 11:15,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:18,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:18,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:18,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:18,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:18,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:18,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:18,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:18,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:18,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:18,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:18,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:19,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:20,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:21,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
3/2/2021 11:21,4th year,Good,80,Male,22,Home,Single,No,4,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
